USDA Food Name,GI DB Food name,Similarity Score
"Beet greens, cooked, fat not added in cooking",green cabbage boiled,0.7723533054518256
"Chard, cooked, fat not added in cooking","Fusilli pasta, gluten-free, Pasta Riso, containing rice flour and rice germ (Scotti, Italy), boiled in unsalted water",0.777740539847412
"Collards, cooked, NS as to form, NS as to fat added in cooking","Olives, kalamata, with stone",0.7804639926195664
"Collards, cooked, from frozen, NS as to fat added in cooking",Juice Apple,0.7796975952153556
"Collards, fresh, cooked, no added fat",Terrys Chocolate Orange,0.7776822845385283
"Collards, frozen, cooked, no added fat",Wheat flour,0.7722493191181475
"Collards, canned, cooked, no added fat",Sausage; Bacon; Tomato quiche (Tesco),0.7796615549081174
"Collards, NS as to form, cooked","Idli (parboiled and raw rice with black dhal, soaked, ground, fermented, steamed) with chutney",0.778238572397994
"Collards, fresh, cooked, fat added, NS as to fat type",Acacia honey (provided by German beekeeper association),0.7775181905928725
"Collards, frozen, cooked, fat added, NS as to fat type",Vermouth. sweet,0.7857227978031073
"Collards, canned, cooked, fat added, NS as to fat type",mixed vegetables steamed. buttered,0.7834955150243511
"Collards, frozen, cooked with oil",Muesli27,0.7768894378257181
"Collards, frozen, cooked with butter or margarine","Cereal Solid Beverage, common type (LVSHOU Health Indystry Group, Guangzhou, China)",0.7802050817710717
"Dandelion greens, raw",Instant coffee,0.7781373221645776
"Romaine lettuce, raw",Snail. edible. raw,0.7757784977672669
Caesar salad (with romaine),Herring. pickled,0.7699052331381679
"Caesar salad, with romaine, no dressing",Orange Juice With Pulp,0.7797347072642085
"Greens, cooked, from fresh, NS as to fat added in cooking",Lemons. peeled,0.7789336909070627
"Greens, fresh, cooked, no added fat",Curds Spread With Sweet Capsicum,0.7723378323206459
"Greens, canned, cooked, no added fat","Icecream, dairy, Tiramisu",0.7771720099383024
"Greens, fresh, cooked, fat added",jam with sweetener,0.7734165231059141
"Greens, cooked, NS as to form, made with oil",Patty Shells Butter,0.7824663521901096
"Greens, cooked, from frozen, made with oil",Roastbeef. sliced,0.7802920272557455
"Kale, raw",Bakewell tart,0.7794832927541951
"Kale, cooked, NS as to form, NS as to fat added in cooking",Bun Brown,0.7775767821801145
"Kale, cooked, NS as to form, fat not added in cooking",cornflakes (kellogs),0.7792956375938842
"Kale, fresh, cooked, no added fat",McDonalds Strawberry Milkshake/100ml,0.7809966429188365
"Kale, frozen, cooked, no added fat",Sesame seeds. whole. dried,0.7769607017064893
"Kale, canned, cooked, no added fat","Soy & Linseed bread (Coles Supermarkets Pty Ltd, Australia)",0.7756850449930426
"Kale, fresh, cooked, fat added",Hovis best of both,0.7783781830392765
"Kale, frozen, cooked, fat added","Clover honey, raw",0.7771919802366648
"Kale, cooked, from fresh, made with oil",Nescafe Cappuccino Packet (18g),0.7747358990498737
"Kale, cooked, from fresh, made with butter",bologna,0.7708263827335105
"Kale, cooked, from frozen, made with oil",M&S 99% FF Cous cous + chargrill veg,0.7757117568730927
"Mustard greens, cooked, from fresh, NS as to fat added in cooking","Bread, made from wheat flour and 20% cassava flour",0.7745774977369594
"Mustard greens, fresh, cooked, no added fat",Pickle. lime. oily. whole contents,0.7752526907580233
"Mustard greens, fresh, cooked, fat added",Muesli Farmhouse  Kellogg'S,0.7791869437330906
"Mustard greens, canned, cooked, fat added",Lemon. raw,0.7851501749638683
"Mustard greens, cooked, from fresh, made with oil","Chapatti, amaranth-wheat (25:75) composite flour, served with bottle gourd and tomato curry",0.7802768567043835
"Radicchio, raw",Pork and apple casserole,0.7752358347227788
"Spinach, fresh, cooked, no added fat",Cheese and potato pie,0.7781455683326871
"Spinach, frozen, cooked, no added fat",Sponge cake,0.7818576955952891
"Spinach, fresh, cooked, fat added, NS as to fat type","Avocado, raw",0.7815255772058849
"Spinach, frozen, cooked, fat added, NS as to fat type",jam with fructose,0.7766191629863841
"Spinach, creamed",Onion rings,0.7787988921897008
"Spinach, from fresh, creamed","Lactose, 25 g portion, fed with 37.7 g oats40",0.774752338911603
"Spinach, from frozen, creamed",Fennel seed,0.7875537138611536
"Spinach, from canned, creamed",Yoghurt Drink Yokidrink No Sugar Added Mona,0.7804333383945674
Spinach souffle,"Peanuts/Groundnuts (Arachis hypogaea L.), soaked overnight, boiled, cooled overnight, microwaved",0.7710536772606145
"Spinach, cooked, NS as to form, with cheese sauce",Chicken Breast With Vegetables In Creamy Sauce. Stewed,0.7780014033496645
"Spinach, cooked, from fresh, with cheese sauce","50 113.6 Bread, 2h Standard Capillary, whole blood YSI UO7 10 Sponge cake, filled with marmalade and yogurt cream (Yogo brioss, Ferrero, Italy)",0.7778782944239546
"Spinach, cooked, from frozen, with cheese sauce",cabbage turnip stew with beef and potatoes,0.7754089604100258
"Spinach, cooked, from canned, with cheese sauce",rucola,0.7794146003061476
Spinach and cheese casserole,Baby fruit juice. fortified with vitamin C,0.7802213527670617
Palak Paneer,Curds Spread With Sweet Capsicum,0.7768634908861491
Channa Saag,"Probiotic drink, original",0.7788531898669517
"Taro leaves, cooked, fat not added in cooking",strawberry raw,0.7765214285578689
"Taro leaves, cooked","Gen-Premium clinical nutrition formula powder (Thai Otsuka Pharmaceutical Co. Ltd.), dissolved in 400 mL water",0.7824783095298529
"Turnip greens, frozen, cooked, no added fat",Pork sausages. chilled. raw,0.7795553268551001
"Turnip greens, canned, cooked, no added fat",Deep pan vegetable pizza (Somerfield),0.7765703837042641
"Bitter melon, horseradish, jute, or radish leaves, cooked",Kumquats. raw,0.7735840590187241
"Sweet potato leaves, squash leaves, pumpkin leaves, chrysanthemum leaves, bean leaves, or swamp cabbage, cooked, fat not added in cooking",Caviar. danish (roe. lump-sucker),0.7829113439861611
"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",Carrots. young. boiled in salted water,0.7711934856768667
"Broccoli, raw","Yam (Dioscorea spp.), boiled",0.7755127492016725
"Broccoli, cooked, from restaurant",yoghurt with berries,0.7839202726233093
"Broccoli, cooked, NS as to form, NS as to fat added in cooking",White cabbage fresh,0.7812071166119561
"Broccoli, cooked, from fresh, NS as to fat added in cooking",mc sundae with waffle (mc donalds,0.776083534648453
"Broccoli, cooked, from frozen, NS as to fat added in cooking","Chapatti, amaranth-wheat (25:75) composite flour, served with bottle gourd and tomato curry",0.7714842308541922
"Broccoli, cooked, NS as to form, fat not added in cooking",Cereal Cocoa Rings,0.7782165309914479
"Broccoli, fresh, cooked, no added fat","Glucerna SR®, enteral powder formula with extended release carbohydrates, prepared with 370 mL water",0.7723564890781607
"Broccoli, frozen, cooked, no added fat","POM Pomegranate juice (POM Wonderful LLC, USA)",0.7812180484322673
"Broccoli, NS as to form, cooked","Cola, Pepsi®, sucrose-sweetened (Pepsi, Hartwall Ltd, Finland)",0.7775029521233918
"Broccoli, fresh, cooked, fat added, NS as to fat type",Crumble. vegetable in milk base,0.7793443364628574
"Broccoli, frozen, cooked, fat added, NS as to fat type",Lentils. dried,0.7755668235048376
"Broccoli, fresh, cooked with oil",pancakes sweet,0.7807785909282122
"Broccoli, fresh, cooked with butter or margarine",Chicken pasanda (Safeway),0.7775459263846082
"Broccoli, cooked, from fresh, made with margarine",Chilli. Quorn,0.7771669569314377
"Broccoli, frozen, cooked with oil","Blackeyed peas (Vigna unguiculata), boiled, consumed with 4.24 g salt",0.7784708457201337
"Broccoli, frozen, cooked with butter or margarine",Cabbage Red Sterilized,0.7705406660243858
"Broccoli, cooked, from frozen, made with margarine",milk with chocolate,0.7842857449076689
"Broccoli, cooked, NS as to form, with cheese sauce",Minestrone,0.7803206677329352
"Broccoli, cooked, from fresh, with cheese sauce",Salsify. black. raw,0.77658659018996
"Broccoli, cooked, from frozen, with cheese sauce",White sauce. savoury. made with whole milk,0.7736380372218352
"Broccoli, cooked, NS as to form, with mushroom sauce",Persimmon. kaki fruit. raw,0.7698989194683036
"Broccoli, cooked, from frozen, with mushroom sauce",Milk. cultured. kefir,0.7723778483244009
"Broccoli, cooked, NS as to form, with cream sauce",Pork and apple casserole,0.7786747961794767
"Broccoli, cooked, from fresh, with cream sauce","Igbangwu, corn pudding",0.7741376319604696
"Broccoli, cooked, from frozen, with cream sauce","Quinoa, retort product, Coles Simply Gluten Free Quinoa Cups, microwaved for 70 sec (Coles Supermarkets, Australia)",0.773900172631969
Broccoli casserole with noodles,"Shortbread (Arnotts, Australia)",0.7787935822887664
Broccoli casserole with rice,Toffee,0.7812773814098872
Fried broccoli,"Cinnamon, raisin, pecan bread, Happiness™ (Natural Ovens, Manitowoc, USA)",0.7824250320284847
"Broccoli soup, prepared with milk, home recipe, canned or ready-to-serve","Baguette, white, plain, industrially produced",0.7750018054386696
"Broccoli soup, prepared with water, home recipe, canned, or ready-to-serve",potato stew with bacon ready made (knorr),0.7806175822491257
"Broccoli cheese soup, prepared with milk, home recipe, canned, or ready-to-serve","Orange jam, organic bitter orange, with apple juice (Fiordifrutta arance amare, Rigoni di Asiago, Italy)",0.7761018556064327
Watercress broth with shrimp,Spring rolls with chicken,0.774403688322157
Spinach soup,Biscuit Apricot/Apple/Forest Fruit Fruitkick,0.7840694506259558
"Dark-green leafy vegetable soup with meat, Asian style",chinese pork dish sweet and sour,0.7804548670584899
"Dark-green leafy vegetable soup, meatless, Asian style","Biscuit, made from 100% pigeon pea (Cajanus cajan fabaceae) flour, flavored with ginger",0.778817983340417
"Carrots, raw","Soy Joy Fruit & Soy Bar®, Plum + Folic acid (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)",0.7815211332593257
"Carrots, raw, salad",Asda slim break minestrone soup (powder; dry),0.7802471947996653
"Carrots, raw, salad with apples",Blackberry fresh cooked,0.7770647528275667
"Carrots, cooked, from restaurant",Alpen fruit & nut & chocolate bar,0.780691253729114
"Carrots, cooked, NS as to form, NS as to fat added in cooking",Cream. 18 % fat,0.7781259293714944
"Carrots, cooked, from fresh, NS as to fat added in cooking",Fennel seed,0.7812481301072723
"Carrots, cooked, from frozen, NS as to fat added in cooking",mc sundae with waffle (mc donalds,0.7845397247481615
"Carrots, cooked, from canned, NS as to fat added in cooking",Sweet Cherries,0.7788740212724308
"Carrots, cooked, NS as to form, fat not added in cooking","Cake, cushaw and potato",0.7772473917798196
"Carrots, fresh, cooked, no added fat",milk with chocolate,0.7767590052574759
"Carrots, frozen, cooked, no added fat",Apples. cooking. baked with sugar. weighed with skin,0.7780835302476468
"Carrots, canned, cooked, no added fat",Hamburger. takeaway,0.7832100510664224
"Carrots, fresh, cooked with oil",Bilberries (Blueberries),0.7805629434898843
"Carrots, fresh, cooked with butter or margarine",Wine. red. ros�^. non-alcoholic,0.7772163652393973
"Carrots, cooked, from fresh, made with margarine","Diasip® (Nutricia Advanced, Medical Nutrition, Dublin, Ireland)",0.7731034443516656
"Carrots, NS as to form, cooked",Dutch Spiced Honey Cake W Fruit Filling,0.7774038198848203
"Carrots, fresh, cooked, fat added, NS as to fat type",Curds Spread With Sweet Capsicum,0.7809291401005409
"Carrots, frozen, cooked, fat added, NS as to fat type",Kaya Butter Toast (Just Acia Private Limited),0.7831251505878722
"Carrots, canned, cooked, fat added, NS as to fat type",Hellman's Reduced Calorie Mayonnaise,0.7733670559082919
"Carrots, frozen, cooked with butter or margarine","Long grain, parboiled, boiled 15 min",0.7728915989936863
"Carrots, cooked, from canned, made with margarine","Wheat, quick cooking (White Wings, Sydney, Australia)",0.7796949095108799
"Carrots, cooked, NS as to form, creamed","Blackbread, Riga (Berzin's Specialty Bakery, Sydney, Australia)",0.7764658613747804
"Carrots, cooked, from fresh, creamed","Porridge, made from Wel Penela (Cardiospermum halicacabum) green leaf extract, coconut milk, and rice Sri",0.7779777957976106
"Carrots, cooked, NS as to form, glazed",Cream. cultured. 18 % fat,0.7805514964466298
"Carrots, glazed, cooked",Pineapple. canned,0.7818639559298094
"Carrots, cooked, from frozen, glazed",pancakes,0.783552364910229
"Carrots, cooked, from canned, glazed","Greek Style yoghurt, Premium blend (Jalna Dairy Foods, Australia)",0.7788517564994268
"Carrots, cooked, from fresh, with cheese sauce",Baby fruit juice. fortified with vitamin C,0.7795810464502613
"Carrots, cooked, from frozen, with cheese sauce",Greek Potatoes Cooked In Tomato Sauce,0.7735373391126791
"Carrots, canned, reduced sodium, cooked, no added fat",hare roast with sauce,0.7733768949279308
Beet juice,Crayfish. raw,0.7769890700380453
"Carrot juice, 100%",Doritos corn chips (Walkers),0.7784967434884734
"Peas and carrots, from fresh, creamed","Baked Beans in Ham sauce (HJ Heinz, Australia)",0.7753852019415926
"Peas and carrots, from frozen, creamed",chicken salad-prepacked,0.7728444136538473
"Peas and carrots, from canned, creamed","Kinder Happy Hippo (Wafer bar, milk and hazelnut spreadfilled, partially coated with white chocolate) (Kinder, Ferrero)",0.7815450585715218
"Peas and carrots, cooked, NS as to form, NS as to fat added in cooking","Laddu (popped amaranth, foxtail millet, roasted legume powder, fenugreek seeds) in hot sweet syrup",0.7696910563716647
"Peas and carrots, cooked, from fresh, NS as to fat added in cooking",yoghurt with berries,0.7799456549768617
"Peas and carrots, cooked, from frozen, NS as to fat added in cooking","Olives, kalamata, with stone",0.7753362120298697
"Peas and carrots, cooked, from canned, NS as to fat added in cooking","Kidney beans (Phaseolus vulgaris L.), soaked overnight, boiled, cooled overnight, microwaved",0.7791563648291665
"Peas and carrots, cooked, NS as to form, fat not added in cooking",Smoked Cheese and Ham Ciabatta (Asda),0.777245547900137
"Peas and carrots, fresh, cooked, no added fat",Doritos corn chips (Walkers),0.7734156529975926
"Peas and carrots, frozen, cooked, no added fat","Oranges, navel",0.7813788222838536
"Peas and carrots, canned, cooked, no added fat",Hovis best of both,0.7811290114838896
"Peas and carrots, cooked, NS as to form",Tesco Prepack Salad,0.776480095601289
"Peas and carrots, fresh, cooked, fat added",Buttermilk With Fruit,0.7783597238901674
"Peas and carrots, frozen, cooked, fat added",chicken salad-prepacked,0.777328006832226
"Peas and carrots, canned, cooked, fat added","Fried plantain (Musa paradisiaca) and beans (Phaseolus vulgaris), cooked for 60 min meal8",0.7768060040061044
"Peas and carrots, cooked, from fresh, made with oil",Shortcrust pastry. raw,0.7781860010373964
"Peas and carrots, cooked, from frozen, made with butter",Flaxseeds,0.7803087054385558
"Peas and carrots, cooked, from frozen, made with margarine","Tomato & Herb, President's Choice® Blue Menu™ Soupreme (Loblaw Brands Limited, Canada)",0.7746199755091256
"Peas and carrots, canned, low sodium, fat not added in cooking",Sandwich Rotary-Molded biscuit11,0.7809475493487265
Carrots in tomato sauce,Egg Chicken,0.7754281018753985
"Carrot chips, dried",white mushrooms steamed,0.7747138459903178
"Pumpkin, cooked, NS as to form, NS as to fat added in cooking",venison ragout,0.7747810346801053
"Pumpkin, cooked, from fresh, fat not added in cooking",green cabbage canned,0.7792842107423457
"Pumpkin, canned, cooked","Linguine, thin, fresh, durum wheat with 39% w/w egg, boiled 3 min",0.7746423658940933
"Pumpkin, cooked",Mixed Veg (Frozen),0.7758005014171958
"Pumpkin, cooked, from fresh, fat added in cooking, NS as to type of fat",Milk Calcium Plus Melkuni,0.7709062296033637
"Pumpkin, cooked, from fresh, made with oil",banana raw,0.7778058039059614
"Calabaza, cooked",Hovis. small. unwrapped,0.7738761235182053
"Pumpkin fritters, Puerto Rican style",Go Ahead Hazlenut & Pistachio Bar (35g),0.7848395280588223
"Sweet potato and pumpkin casserole, Puerto Rican style",Citrus Lemon Protein Bar (Herbalife of Japan K.K.),0.7762320489934901
"Squash, winter type, mashed, NS as to fat or sugar added in cooking","Milled (white), high amylose (IR42) rice, boiled 22 min16",0.7755579894442842
"Squash, winter type, mashed, no fat or sugar added in cooking","buckwheat groats, raw",0.7784204844213428
"Squash, winter type, mashed, fat added in cooking, no sugar added in cooking",Thick chocolate milkshake (Frijj),0.7764313671612981
"Winter squash, raw","Long grain, boiled 5 min",0.7713590307412754
"Squash, winter type, baked, NS as to fat or sugar added in cooking","Manuka honey, PORD3-11 (Central North Island, NZ) New",0.7775585612419902
"Winter squash, cooked, no added fat",Chocolate Milk,0.7812589218007375
"Winter squash, cooked, fat added",Maize Sweet (Sweetcorn),0.7800627746867758
"Squash, winter type, baked, no sugar added in cooking, made with oil",Pumpernickel bread,0.7817070951619958
"Squash, winter type, baked, no sugar added in cooking, made with butter","Virginia Rose potato, peeled, cut into 5 cm by 5 cm slices, at a thickness of 0.5 cm, boiled for 8-9 min",0.7844712478323921
"Squash, winter type, baked, no fat added in cooking, sugar added in cooking",filled salmon,0.7788743641379192
Squash fritter or cake,Sausage; Bacon; Tomato quiche (Tesco),0.781751596960124
"Squash, winter, baked with cheese","Fried vermicelli (Swayweih/Ballaleet), cooked with sugar, served with Omani coffee (130 mL, 225 mg caffeine)",0.7829077106590996
"Squash, winter, souffle","Lompe (made from potato, precooked and cooled, and spelt flour) (Speltlompe) (Buer AS, Askim, Norway)",0.7772975722388795
"Sweet potato, NFS",Tesco Red Onion,0.7704254451994307
"Sweet potato, baked, peel eaten, NS as to fat",Vermicelli. raw,0.779738345326223
"Sweet potato, baked, peel eaten, no added fat",Curds Spread With Sweet Capsicum,0.7808621180972184
"Sweet potato, baked, peel eaten, fat added, NS as to fat type",Flour Buckwheat,0.7819275581374621
"Sweet potato, baked, peel eaten, made with oil",Elderberry. juice. concentrated. sugar not added,0.7755865169762627
"Sweet potato, baked, peel eaten, made with butter","Potatoes, NS, baked for 30 min South",0.7704654162127715
"Sweet potato, baked, peel eaten, made with margarine","Wheat, cracked kernels, (bulgur), raw",0.7775447544903378
"Sweet potato, baked, NS as to fat",Locust honey,0.7697629660226567
"Sweet potato, baked, no added fat",Guacamole (safeway),0.7722253686821737
"Sweet potato, baked, fat added",Macaroni. spaghetti. raw,0.7737291657843126
"Sweet potato, baked, peel not eaten, made with oil",white wine,0.7800882528166391
"Sweet potato, baked, peel not eaten, made with butter",filled chocolate,0.7814624880349585
"Sweet potato, baked, peel not eaten, made with margarine",Hanburger Raw,0.7794987748046673
"Sweet potato, boiled, NS as to fat",Fennel seed,0.780134404513467
"Sweet potato, boiled, no added fat",Biscuit Muesli,0.7864669654795038
"Sweet potato, boiled, fat added","Yoghurt, probiotic, prune",0.7763784500988516
"Sweet potato, boiled, made with oil",Tea. Chinese. leaves. infusion,0.7778213433862099
"Sweet potato, boiled, made with butter",Macaroni. spaghetti. raw,0.7699301671179692
"Sweet potato, boiled, made with margarine","Apple, apricot and banana cereal, Robinsons First Tastes from 4 months (Nutricia, Wells, UK)",0.7776127152228233
"Sweet potato, boiled with peel, peel not eaten, fat not added in cooking",Asda Chicken Chow Mein Ready Meal,0.7839518309575937
"Sweet potato, boiled with peel, peel not eaten, fat added in cooking",Macaroni. Spaghetti Whole-Meal,0.7805396909791493
"Sweet potato, candied","Spaghetti, protein enriched, boiled 7 min (Catelli Plus, Catelli Ltd., Montreal, Canada)",0.783831045916999
Sweet potato with fruit,"Wheat, cracked kernels, (bulgur), raw",0.7725422685259752
"Sweet potato, canned, NS as to fat",Honey Smacks,0.7747050961056062
"Sweet potato, canned without syrup",Breakfast cereal. M�sli. average values,0.7760534924486747
"Sweet potato, canned in syrup",Minced/skinned tomatoes,0.7790398083423975
"Sweet potato, canned in syrup, with fat added in cooking",Tomato. fresh. raw,0.7755754733016965
"Sweet potato, canned, no added fat",Yakult (Yakult Italia),0.7870810658837801
"Sweet potato, canned, fat added","Porridge, made from Karapincha (Murraya koenigii spreung) green leaf extract, coconut milk, and rice Sri",0.7739565715253874
"Sweet potato, casserole or mashed",Alpen muesli original (Weetabix),0.7694582135459661
"Sweet potato, fried","Chocapic™, wheat-based flaked cereal",0.7860781773748875
Sweet potato chips,Biscuit Chocolate Goed Moment,0.7806388508253093
"Sweet potato fries, NS as to fresh or frozen","Arrowroot (Maranta arundinacea), peeled, cut into pieces, boiled for 20-40 min, served with 45 g scraped coconut Sri",0.7819196030086507
"Sweet potato fries, frozen, fried","Lettuce, rucola",0.7697668342571032
"Sweet potato fries, frozen","Kinder Softy nocciola (Praline with hazelnut cream) (Kinder, Ferrero, Italy)",0.780379263559303
"Sweet potato fries, from fresh, fried",Eclairs. frozen,0.7760314533747947
"Sweet potato fries, from fresh",Goulash soup,0.7771114168753768
"Sweet potato fries, fast food / restaurant","Rice, cooked",0.7833375253722286
"Sweet potato fries, school","Modified baked bread made with steamed bread recipe, made with medium protein flour (15 min resting time, 70 min proving time, 11 min baking at 210°C)",0.7722382827830462
"Sweet potato tots, NFS",Chicken Kiev- Frozen,0.7888471596392848
"Sweet potato tots, school",Chips. fine cut. frozen. fried in blended oil,0.7798643767967144
"Sweet potato, yellow, Puerto Rican, cooked",Flaxseeds,0.7785162612902913
"Carrot soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",ice cream bar (langnese),0.7745155628042286
"Carrot with rice soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",chicken salad-prepacked,0.781344205564009
"Squash, winter type, soup, home recipe, canned, or ready-to-serve",Almond Paste Filled Tarts,0.7735006800886574
"Tomatoes, raw","ZonePerfect Nutrition bar, Double Chocolate flavor (Abbott Laboratories, Abbott Park, USA)",0.7775278913426038
"Tomatoes, NS as to form, cooked",milk produkt with raspberry,0.7754617068377646
"Tomatoes, fresh, cooked",Flaxseeds,0.7833181372884873
"Tomatoes, canned, cooked",Pork Spare Rib Prepared,0.7754165336786285
"Tomatoes, from fresh, broiled","Yoghurt, strawberry (Astro yoghurt, Canada)",0.7783905398292641
"Tomatoes, red, NS as to form, fried",Sandwich Spread Heinz,0.7799361398395156
"Tomatoes, red, from fresh, fried",Go Ahead Hazlenut & Pistachio Bar (35g),0.7885210277820128
"Tomatoes, scalloped",Greek Soup (Rice And Egg Lemon),0.7770669686269083
"Tomatoes, NS as to form, stewed",Curds Spread With Sweet Capsicum,0.7835914720646461
"Tomatoes, from fresh, stewed",Pork. saddle. smoked. raw,0.7774532135777719
"Tomatoes, from canned, stewed",Hot cross buns,0.7715024701922029
"Tomatoes, canned, reduced sodium, cooked",Jelly. made with semi-skimmed milk,0.7835940233498466
Fried green tomatoes,"Noodles, fine, made from wheat flour, boiled in water and served with 160 mL anchovy broth South",0.778388152524983
"Tomatoes, green, cooked, from fresh","Milk, semi-skimmed, pasteurized, organic (Arla, UK)",0.771131540383414
"Tomato, green, pickled",Tangerine. canned,0.7733496751094519
Sun-dried tomatoes,Spaghetti. canned in tomato sauce,0.7759193203691466
"Tomato juice, 100%",anchor low fat cream (swirls),0.7733125635616565
"Tomato juice, 100%, low sodium",Blackberry fresh cooked,0.7773339568218277
Tomato juice cocktail,Jam. stone fruit,0.7786354302932663
"Tomato and vegetable juice, 100%",Go Ahead Hazlenut & Pistachio Bar (35g),0.7733108120961512
"Tomato and vegetable juice, 100%, low sodium","Cheese, 3%",0.7843692116904463
Tomato juice with clam or beef juice,sweets,0.775822505627675
Ketchup,Coffeemate,0.7706488177098739
Tomato chili sauce,Fruit pie,0.7701634021135667
"Salsa, NFS",potato-carrot-turnip stew,0.7854994316344034
"Salsa, pico de gallo","Sustain™ bar (Kellogg's, Australia)",0.7765855653316477
"Salsa, red",Buttermilk,0.7747895887367273
"Salsa, red, homemade",Healthy Balance cereal (Sainsbury's),0.7734182322377083
"Enchilada sauce, red",Mixed nuts,0.7766046448435102
"Enchilada sauce, green","Barley, pearled, boiled 60 min",0.7835243032350107
Salsa made with fruit,Beef Soup With Meat Dumplings,0.7749569705046506
"Green tomato-chile sauce, raw (Salsa de tomate verde cruda)",lipton icetea,0.7739673189873534
"Salsa verde or salsa, green","Blackbread, Riga (Berzin's Specialty Bakery, Sydney, Australia)",0.783792138834032
Hot Thai sauce,quark with fruit 70%,0.7745147989512747
Tomato sauce,"Mango, raw (Chin-Hwang Mango)",0.7794777038349847
Tomato paste,"Russet potatoes, cut into quarters, baked in foil for 1 h at 230oC, peeled",0.77307650445325
Spaghetti sauce,"Potato, Folva, precooked, peeled, salted, vacuum packed and then boiled until soft to the center, drained and mashed (Superior Potet, Hoff SA, Gjøvik, Norway) 11",0.7791063153680884
Spaghetti sauce with added vegetables,Orange juice concentrate. unsweetened,0.775159464812419
"Spaghetti sauce with meat, canned, no extra meat added",Liver. broiler or fryer. raw,0.7801191329039967
"Spaghetti sauce, reduced sodium","Cream, 9% fat",0.7751916288336946
"Spaghetti sauce, fat free",Citrus promise desert (Shape),0.7803532868419627
Vodka sauce with tomatoes and cream,Luncheon Meat Canned,0.7832196956688641
Tomato relish,Chocolate Mousse,0.7758776009566803
Barbecue sauce,Pork pie. mini,0.7766544935569194
Steak sauce,Cream 18%,0.7759982142573194
Cocktail sauce,Tesco seafood risotto,0.7758552782605624
Tomato aspic,"fish with vegetables, semifat",0.772205480986349
"Tomato and lima beans, cooked, fat not added cooking",Pork Spare Rib Prepared,0.7798355996201922
"Tomato and corn, cooked, fat not added in cooking",Chocolate Milk,0.776386063278024
"Tomato and okra, cooked, NS as to fat added in cooking","Nutridrink Multi Fibre® enteral formula (Nutricia N.V., Netherlands)16",0.7750785166561567
"Tomato and okra, cooked, fat not added in cooking","Multigrain loaf, containing wheat flour and coconut flour",0.7746023317076132
"Tomato and okra, cooked, fat added in cooking, NS as to type of fat",Sauerkraut Salad With Apples,0.7796411232732128
"Tomato and onion, cooked, NS as to fat added in cooking","Low oat bran concentrate bread (25% oat bran concentrate + 75% wheat, separate proving of wheat dough part)",0.7810826353027416
"Tomato and onion, cooked, fat not added in cooking",gingerbread (nuremburg),0.7734423173749028
"Tomato and onion, cooked, fat added in cooking, NS as to type of fat",Pasta With Meat And Vegetables. Baked,0.7791119565574903
"Tomato and onion, cooked, made with oil",spelt burger,0.7733852498740255
"Tomato with corn and okra, cooked, NS as to fat added in cooking","Peanuts/Groundnuts (Arachis hypogaea L.), soaked overnight, boiled, cooled overnight, microwaved",0.7757898274652844
"Tomato with corn and okra, cooked, fat not added in cooking",Herring. pickled,0.7806254235990895
"Tomato with corn and okra, cooked, fat added in cooking, NS as to type of fat","KitKat (Nestlè, Italy)",0.772692924855664
"Tomato with corn and okra, cooked, made with butter","High protein, high fiber nutritional supplement (flavor 2) mixed in 765 mL water (Dr. Reddy's Laboratories, India)",0.7763920415398312
"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar","Sweet corn, cooked in microwave for 1.5 min",0.7840198200118089
"Tomato soup, NFS","Redwine, 10%",0.775696998165741
"Tomato soup, cream of, prepared with milk","Kinder Softy nocciola (Praline with hazelnut cream) (Kinder, Ferrero, Italy)",0.7792474899744387
"Tomato soup, prepared with water, or ready-to-serve","Pork, loin",0.7808309651537043
"Tomato soup, canned, undiluted",Vegetarian chili sauce,0.7737646197734336
"Tomato soup, instant type, prepared with water","Potatoes, white, NS, boiled in water with 1 g salt, refrigerated for 16-20 h, reheated",0.777941046867851
"Tomato soup, canned, low sodium, ready-to-serve",Curds Spread With Sweet Capsicum,0.7799006331402691
"Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve",Cabbage. Chinese,0.7803868983902307
"Tomato soup, canned, reduced sodium, prepared with milk",Birds Eye chicken lattice bacon+cheese 155g,0.77171796920025
"Tomato beef soup, prepared with water",Scampi. in breadcrumbs. frozen. fried in sunflower oil,0.7816505206876709
"Tomato beef noodle soup, prepared with water",cherry jam,0.778255306360438
"Tomato beef rice soup, prepared with water",Salsify. black. raw,0.7715276392425986
"Tomato noodle soup, canned, prepared with water or ready-to-serve",Old potatoes. roast in lard,0.7728186553529427
"Tomato noodle soup, canned, prepared with milk",Györi Édes Jó reggelt! Müzlivel és gyümölccsel / Fruits and Muesli (LU Hungary),0.7861152974737657
"Tomato rice soup, prepared with water",nasi gorend frozen (bofrost),0.7759497707657905
"Tomato vegetable soup, prepared with water","Brownies, containing wheat flour and coconut flour",0.7777368510681352
"Tomato vegetable soup with noodles, prepared with water",Cheese Brie 60+,0.7714483660867889
